rva	klass	shape	arg_type	subsystem	size	reason
004c5770	STATE	-	-	render	35	STATE: reads live global / derefs arg → needs booted game
004c57a0	STATE	-	-	hud	83	STATE: reads live global / derefs arg → needs booted game
004c5860	STATE	-	-	render	47	STATE: reads live global / derefs arg → needs booted game
004c5890	STATE	-	-	render	152	STATE: reads live global / derefs arg → needs booted game
004c5930	STATE	-	-	boot	133	STATE: reads live global / derefs arg → needs booted game
004c59c0	STATE	-	-	render	64	STATE: reads live global / derefs arg → needs booted game
004c5a00	STATE	-	-	render	90	STATE: reads live global / derefs arg → needs booted game
004c5a60	STATE	-	-	render	121	STATE: reads live global / derefs arg → needs booted game
004c5ae0	STATE	-	-	render	110	STATE: reads live global / derefs arg → needs booted game
004c5b50	STATE	-	-	render	110	STATE: reads live global / derefs arg → needs booted game
004c5cb0	STATE	-	-	render	231	STATE: reads live global / derefs arg → needs booted game
004c5da0	MANUAL	-	-	render	39	MANUAL: unrecognized leaf shape
004c5dd0	STATE	-	-	render	35	STATE: reads live global / derefs arg → needs booted game
004c6140	STATE	-	-	render	112	STATE: reads live global / derefs arg → needs booted game
004c6580	STATE	-	-	render	464	STATE: reads live global / derefs arg → needs booted game
004c6750	STATE	-	-	render	1092	STATE: reads live global / derefs arg → needs booted game
004c6ba0	STATE	-	-	render	1631	STATE: reads live global / derefs arg → needs booted game
004c7600	STATE	-	-	render	28	STATE: reads live global / derefs arg → needs booted game
004c7620	STATE	-	-	render	36	STATE: reads live global / derefs arg → needs booted game
004c7650	STATE	-	-	render	62	STATE: reads live global / derefs arg → needs booted game
004c7690	MANUAL	-	-	render	39	MANUAL: unrecognized leaf shape
004c76c0	STATE	-	-	render	40	STATE: reads live global / derefs arg → needs booted game
004c76f0	STATE	-	-	render	54	STATE: reads live global / derefs arg → needs booted game
004c7730	STATE	-	-	render	47	STATE: reads live global / derefs arg → needs booted game
004c7760	STATE	-	-	render	89	STATE: reads live global / derefs arg → needs booted game
004c77c0	STATE	-	-	render	154	STATE: reads live global / derefs arg → needs booted game
004c7860	STATE	-	-	render	54	STATE: reads live global / derefs arg → needs booted game
004c79f0	STATE	-	-	render	36	STATE: reads live global / derefs arg → needs booted game
004c7a20	STATE	-	-	render	59	STATE: reads live global / derefs arg → needs booted game
004c7a60	MANUAL	-	-	render	5	no-clean-ret (multi-exit/tail)
004c7a70	MANUAL	-	-	render	29	no-clean-ret (multi-exit/tail)
004c8690	STATE	-	-	render	169	STATE: reads live global / derefs arg → needs booted game
004c8740	STATE	-	-	render	180	STATE: reads live global / derefs arg → needs booted game
004c8800	MANUAL	-	-	render	255	no-clean-ret (multi-exit/tail)
004c8c70	STATE	-	-	render	472	STATE: reads live global / derefs arg → needs booted game
004c8e50	STATE	-	-	render	579	STATE: reads live global / derefs arg → needs booted game
004c90a0	MANUAL	-	-	render	133	no-clean-ret (multi-exit/tail)
004c9ad0	STATE	-	-	render	499	STATE: reads live global / derefs arg → needs booted game
004c9cd0	MANUAL	-	-	render	133	no-clean-ret (multi-exit/tail)
004c9f60	STATE	-	-	render	67	STATE: reads live global / derefs arg → needs booted game
004c9fb0	STATE	-	-	render	424	STATE: reads live global / derefs arg → needs booted game
004caea0	STATE	-	-	render	300	STATE: reads live global / derefs arg → needs booted game
004cafd0	STATE	-	-	render	148	STATE: reads live global / derefs arg → needs booted game
004cb070	STATE	-	-	render	56	STATE: reads live global / derefs arg → needs booted game
004cb0b0	STATE	-	-	render	51	STATE: reads live global / derefs arg → needs booted game
004cb0f0	STATE	-	-	render	51	STATE: reads live global / derefs arg → needs booted game
004cb130	STATE	-	-	render	90	STATE: reads live global / derefs arg → needs booted game
004cb190	STATE	-	-	render	298	STATE: reads live global / derefs arg → needs booted game
004cb2c0	STATE	-	-	render	36	STATE: reads live global / derefs arg → needs booted game
004cb2f0	STATE	-	-	render	50	STATE: reads live global / derefs arg → needs booted game
004cb330	STATE	-	-	render	344	STATE: reads live global / derefs arg → needs booted game
004cb490	STATE	-	-	render	42	STATE: reads live global / derefs arg → needs booted game
004cb4c0	STATE	-	-	render	320	STATE: reads live global / derefs arg → needs booted game
004cb600	STATE	-	-	render	236	STATE: reads live global / derefs arg → needs booted game
004cb840	STATE	-	-	render	41	STATE: reads live global / derefs arg → needs booted game
004cb8a0	STATE	-	-	render	480	STATE: reads live global / derefs arg → needs booted game
004cba80	STATE	-	-	render	76	STATE: reads live global / derefs arg → needs booted game
004cbad0	STATE	-	-	render	48	STATE: reads live global / derefs arg → needs booted game
004cbb00	STATE	-	-	render	30	STATE: reads live global / derefs arg → needs booted game
004cbb20	STATE	-	-	render	34	STATE: reads live global / derefs arg → needs booted game
004cbb50	STATE	-	-	render	11	STATE: reads live global / derefs arg → needs booted game
004cbbd0	STATE	-	-	render	130	STATE: reads live global / derefs arg → needs booted game
004cc230	MANUAL	-	-	frontend	86	no-clean-ret (multi-exit/tail)
004cc400	STATE	-	-	render	231	STATE: reads live global / derefs arg → needs booted game
004cc4f0	MANUAL	-	-	render	19	no-clean-ret (multi-exit/tail)
004cc580	STATE	-	-	render	82	STATE: reads live global / derefs arg → needs booted game
004cc5e0	STATE	-	-	render	244	STATE: reads live global / derefs arg → needs booted game
004cc790	MANUAL	-	-	render	80	MANUAL: unrecognized leaf shape
004cc7f0	MANUAL	-	-	render	33	MANUAL: unrecognized leaf shape
004cc820	STATE	-	-	render	433	STATE: reads live global / derefs arg → needs booted game
004cc9e0	MANUAL	-	-	render	5	no-clean-ret (multi-exit/tail)
004cc9f0	STATE	-	-	render	136	STATE: reads live global / derefs arg → needs booted game
004ccba0	STATE	-	-	render	169	STATE: reads live global / derefs arg → needs booted game
004ccc50	STATE	-	-	render	138	STATE: reads live global / derefs arg → needs booted game
004ccce0	STATE	-	-	render	254	STATE: reads live global / derefs arg → needs booted game
004ccde0	STATE	-	-	util	51	STATE: reads live global / derefs arg → needs booted game
004cce20	STATE	-	-	render	199	STATE: reads live global / derefs arg → needs booted game
004ccf20	STATE	-	-	render	312	STATE: reads live global / derefs arg → needs booted game
004cd070	STATE	-	-	render	196	STATE: reads live global / derefs arg → needs booted game
004cd170	MANUAL	-	-	render	78	no-clean-ret (multi-exit/tail)
004cd2d0	MANUAL	-	-	render	118	no-clean-ret (multi-exit/tail)
004cd430	STATE	-	-	render	198	STATE: reads live global / derefs arg → needs booted game
004cd500	STATE	-	-	render	71	STATE: reads live global / derefs arg → needs booted game
004cd550	MANUAL	-	-	render	41	no-clean-ret (multi-exit/tail)
004cdca0	STATE	-	-	render	87	STATE: reads live global / derefs arg → needs booted game
004cdd00	STATE	-	-	render	86	STATE: reads live global / derefs arg → needs booted game
004cdd60	STATE	-	-	render	188	STATE: reads live global / derefs arg → needs booted game
004cde20	STATE	-	-	render	42	STATE: reads live global / derefs arg → needs booted game
004cdf20	STATE	-	-	render	936	STATE: reads live global / derefs arg → needs booted game
004ce2d0	STATE	-	-	render	186	STATE: reads live global / derefs arg → needs booted game
004ce390	STATE	-	-	render	240	STATE: reads live global / derefs arg → needs booted game
004ce480	STATE	-	-	render	333	STATE: reads live global / derefs arg → needs booted game
004ce5d0	STATE	-	-	render	179	STATE: reads live global / derefs arg → needs booted game
004ce690	MANUAL	-	-	render	45	MANUAL: unrecognized leaf shape
004ce6c0	MANUAL	-	-	render	39	MANUAL: unrecognized leaf shape
004ce790	STATE	-	-	render	328	STATE: reads live global / derefs arg → needs booted game
004ce8e0	STATE	-	-	render	133	STATE: reads live global / derefs arg → needs booted game
004ce970	STATE	-	-	render	375	STATE: reads live global / derefs arg → needs booted game
004ceba0	STATE	-	-	render	271	STATE: reads live global / derefs arg → needs booted game
004cecb0	STATE	-	-	render	468	STATE: reads live global / derefs arg → needs booted game
004cee90	STATE	-	-	render	320	STATE: reads live global / derefs arg → needs booted game
004cefd0	STATE	-	-	render	395	STATE: reads live global / derefs arg → needs booted game
004cf160	STATE	-	-	render	325	STATE: reads live global / derefs arg → needs booted game
004cf2b0	STATE	-	-	render	378	STATE: reads live global / derefs arg → needs booted game
004cf430	MANUAL	-	-	render	34	MANUAL: unrecognized leaf shape
004cf460	STATE	-	-	render	54	STATE: reads live global / derefs arg → needs booted game
004cf4a0	STATE	-	-	render	244	STATE: reads live global / derefs arg → needs booted game
004cf5a0	MANUAL	-	-	render	545	MANUAL: unrecognized leaf shape
004cf7d0	STATE	-	-	render	514	STATE: reads live global / derefs arg → needs booted game
004cf9e0	MANUAL	-	-	render	18	MANUAL: unrecognized leaf shape
004cfa00	STATE	-	-	render	967	STATE: reads live global / derefs arg → needs booted game
004cfe20	STATE	-	-	render	25	STATE: reads live global / derefs arg → needs booted game
004cfe40	STATE	-	-	render	149	STATE: reads live global / derefs arg → needs booted game
004cfee0	STATE	-	-	render	28	STATE: reads live global / derefs arg → needs booted game
004cff20	MANUAL	-	-	render	145	no-clean-ret (multi-exit/tail)
004d0290	MANUAL	-	-	render	94	no-clean-ret (multi-exit/tail)
004d0660	MANUAL	-	-	render	42	no-clean-ret (multi-exit/tail)
004d07b0	STATE	-	-	render	1351	STATE: reads live global / derefs arg → needs booted game
004d0d00	STATE	-	-	render	695	STATE: reads live global / derefs arg → needs booted game
004d1020	MANUAL	-	-	render	33	no-clean-ret (multi-exit/tail)
004d1640	MANUAL	-	-	render	35	no-clean-ret (multi-exit/tail)
004d1d20	STATE	-	-	render	67	STATE: reads live global / derefs arg → needs booted game
004d1d70	MANUAL	-	-	render	55	no-clean-ret (multi-exit/tail)
004d1e30	MANUAL	-	-	render	80	no-clean-ret (multi-exit/tail)
004d2340	MANUAL	-	-	render	109	no-clean-ret (multi-exit/tail)
004d2980	STATE	-	-	render	758	STATE: reads live global / derefs arg → needs booted game
004d2c80	STATE	-	-	render	426	STATE: reads live global / derefs arg → needs booted game
004d2e30	STATE	-	-	render	608	STATE: reads live global / derefs arg → needs booted game
004d3090	MANUAL	-	-	render	79	no-clean-ret (multi-exit/tail)
004d3510	STATE	-	-	render	914	STATE: reads live global / derefs arg → needs booted game
004d38b0	STATE	-	-	render	51	STATE: reads live global / derefs arg → needs booted game
004d38f0	STATE	-	-	render	93	STATE: reads live global / derefs arg → needs booted game
004d3950	STATE	-	-	render	87	STATE: reads live global / derefs arg → needs booted game
004d39b0	STATE	-	-	render	93	STATE: reads live global / derefs arg → needs booted game
004d3a10	STATE	-	-	render	65	STATE: reads live global / derefs arg → needs booted game
004d3a60	STATE	-	-	render	65	STATE: reads live global / derefs arg → needs booted game
004d3ab0	STATE	-	-	render	65	STATE: reads live global / derefs arg → needs booted game
004d3b00	STATE	-	-	render	585	STATE: reads live global / derefs arg → needs booted game
004d3d50	STATE	-	-	render	88	STATE: reads live global / derefs arg → needs booted game
004d3db0	STATE	-	-	render	210	STATE: reads live global / derefs arg → needs booted game
004d3e90	STATE	-	-	render	546	STATE: reads live global / derefs arg → needs booted game
004d40d0	STATE	-	-	render	159	STATE: reads live global / derefs arg → needs booted game
004d4170	STATE	-	-	render	102	STATE: reads live global / derefs arg → needs booted game
004d41e0	STATE	-	-	render	111	STATE: reads live global / derefs arg → needs booted game
004d4250	STATE	-	-	render	84	STATE: reads live global / derefs arg → needs booted game
004d42b0	STATE	-	-	render	90	STATE: reads live global / derefs arg → needs booted game
004d4310	STATE	-	-	render	108	STATE: reads live global / derefs arg → needs booted game
004d4380	STATE	-	-	render	1412	STATE: reads live global / derefs arg → needs booted game
004d4910	STATE	-	-	render	271	STATE: reads live global / derefs arg → needs booted game
004d4a20	STATE	-	-	render	462	STATE: reads live global / derefs arg → needs booted game
004d4bf0	STATE	-	-	render	474	STATE: reads live global / derefs arg → needs booted game
004d4dd0	STATE	-	-	render	291	STATE: reads live global / derefs arg → needs booted game
004d4f00	STATE	-	-	render	142	STATE: reads live global / derefs arg → needs booted game
004d4f90	STATE	-	-	render	508	STATE: reads live global / derefs arg → needs booted game
004d5190	STATE	-	-	render	310	STATE: reads live global / derefs arg → needs booted game
004d52d0	STATE	-	-	render	51	STATE: reads live global / derefs arg → needs booted game
004d5310	STATE	-	-	render	48	STATE: reads live global / derefs arg → needs booted game
004d5340	STATE	-	-	render	107	STATE: reads live global / derefs arg → needs booted game
004d5550	STATE	-	-	render	31	STATE: reads live global / derefs arg → needs booted game
004d55b0	STATE	-	-	render	1552	STATE: reads live global / derefs arg → needs booted game
004d5bc0	MANUAL	-	-	render	1595	no-clean-ret (multi-exit/tail)
004d6200	MANUAL	-	-	render	1806	no-clean-ret (multi-exit/tail)
004d6ce0	STATE	-	-	render	375	STATE: reads live global / derefs arg → needs booted game
004d6e70	STATE	-	-	render	643	STATE: reads live global / derefs arg → needs booted game
004d71f0	AUTO	read_global_u32 [0x007d6b10]	read_global	render	6	return *(uint32_t*)0x007d6b10;
004d7480	MANUAL	-	-	render	27	no-clean-ret (multi-exit/tail)
004d7c60	STATE	-	-	render	61	STATE: reads live global / derefs arg → needs booted game
004d7ca0	STATE	-	-	render	197	STATE: reads live global / derefs arg → needs booted game
004d7de0	STATE	-	-	render	515	STATE: reads live global / derefs arg → needs booted game
004d8000	MANUAL	-	-	frontend	83	MANUAL: unrecognized leaf shape
004d8060	MANUAL	-	-	render	45	MANUAL: unrecognized leaf shape
004d8090	MANUAL	-	-	render	52	MANUAL: unrecognized leaf shape
004d80d0	STATE	-	-	render	425	STATE: reads live global / derefs arg → needs booted game
004d8280	STATE	-	-	render	122	STATE: reads live global / derefs arg → needs booted game
004d8300	STATE	-	-	render	80	STATE: reads live global / derefs arg → needs booted game
004d8350	STATE	-	-	render	127	STATE: reads live global / derefs arg → needs booted game
004d83d0	STATE	-	-	render	88	STATE: reads live global / derefs arg → needs booted game
004d8430	STATE	-	-	render	59	STATE: reads live global / derefs arg → needs booted game
004d8470	STATE	-	-	render	16	STATE: reads live global / derefs arg → needs booted game
004d84e0	STATE	-	-	render	74	STATE: reads live global / derefs arg → needs booted game
004d8530	STATE	-	-	render	25	STATE: reads live global / derefs arg → needs booted game
004d8550	MANUAL	-	-	render	10	MANUAL: unrecognized leaf shape
004d8680	STATE	-	-	render	72	STATE: reads live global / derefs arg → needs booted game
004d8770	STATE	-	-	render	34	STATE: reads live global / derefs arg → needs booted game
004d87a0	STATE	-	-	render	99	STATE: reads live global / derefs arg → needs booted game
004d8810	STATE	-	-	render	609	STATE: reads live global / derefs arg → needs booted game
004d8a80	STATE	-	-	render	240	STATE: reads live global / derefs arg → needs booted game
004d8b70	STATE	-	-	render	90	STATE: reads live global / derefs arg → needs booted game
004d8eb0	STATE	-	-	render	240	STATE: reads live global / derefs arg → needs booted game
004d8fa0	STATE	-	-	render	96	STATE: reads live global / derefs arg → needs booted game
004d9050	STATE	-	-	render	784	STATE: reads live global / derefs arg → needs booted game
004d94a0	STATE	-	-	render	132	STATE: reads live global / derefs arg → needs booted game
004d9530	STATE	-	-	render	1320	STATE: reads live global / derefs arg → needs booted game
004d9ba0	STATE	-	-	render	349	STATE: reads live global / derefs arg → needs booted game
004d9d00	STATE	-	-	render	476	STATE: reads live global / derefs arg → needs booted game
004da000	MANUAL	-	-	render	624	no-clean-ret (multi-exit/tail)
004da270	STATE	-	-	render	442	STATE: reads live global / derefs arg → needs booted game
004da430	STATE	-	-	render	67	STATE: reads live global / derefs arg → needs booted game
004da480	STATE	-	-	render	101	STATE: reads live global / derefs arg → needs booted game
004da4f0	STATE	-	-	render	1289	STATE: reads live global / derefs arg → needs booted game
004daa40	STATE	-	-	render	176	STATE: reads live global / derefs arg → needs booted game
